CustomerID,Timestamp,Channel,Direction,Status,Duration
44675.0,2024-06-09 00:00:00,voice,inbound,answered,0
19359.0,2024-06-01 00:00:00,sms,inbound,answered,169
67377.0,2024-01-06 10:08:00,voice,inbound,failed,0
88385.0,2024-01-06 19:34:00,voice,outbound,sent,161
13390.0,2024-06-07 21:13:19,voice,inbound,sent,32
40005.0,2024-08-06 08:14:00,sms,inbound,delivered,0
85529.0,2024-06-05 00:00:00,voice,outbound,received,0
46458.0,2024-06-07 00:00:00,voice,inbound,received,202
97835.0,2024-06-07 19:35:56,email,outbound,received,191
69614.0,2024-06-03 10:18:22,voice,inbound,,0
52372.0,2024-06-06 11:40:00,sms,outbound,sent,0
64165.0,2024-06-09 00:00:00,sms,outbound,sent,99
16764.0,2024-11-06 07:58:00,email,inbound,sent,148
45003.0,2024-09-06 15:19:00,email,inbound,failed,128
73532.0,2024-07-06 04:11:00,sms,inbound,sent,0
13783.0,2024-02-06 11:20:00,voice,inbound,sent,0
22217.0,2024-06-07 00:00:00,voice,outbound,delivered,0
25396.0,2024-06-08 10:14:34,email,outbound,sent,0
69871.0,2024-06-10 23:48:53,voice,inbound,,0
60277.0,2024-06-02 00:00:00,sms,outbound,delivered,0
88561.0,2024-06-08 19:05:40,sms,outbound,delivered,0
34727.0,2024-06-05 00:00:00,email,outbound,sent,108
60604.0,2024-06-08 10:57:54,voice,outbound,sent,0
74923.0,2024-07-06 02:23:00,email,outbound,delivered,237
12011.0,2024-06-11 00:22:02,email,inbound,failed,0
63736.0,2024-06-01 23:39:28,email,outbound,delivered,0
95175.0,2024-06-08 12:02:13,voice,outbound,sent,0
80912.0,2024-06-06 20:40:00,email,outbound,,0
39817.0,2024-06-01 21:15:17,voice,outbound,received,232
